23.57,46.07,Alba
23.58,46.1,Alba
23.56,46.1,Alba
23.59,46.02,Alba
23.52,46.05,Alba
23.61,46.05,Alba
23.63,46.08,Alba
23.6,46.04,Alba
23.67,46.08,Alba
23.63,46.06,Alba
23.63,46.09,Alba
23.07,46.27,Alba
23.06,46.28,Alba
23.09,46.26,Alba
23.03,46.28,Alba
23.72,46.31,Alba
23.69,46.32,Alba
23.72,46.35,Alba
23.65,46.34,Alba
23.75,46.34,Alba
23.76,46.31,Alba
23.67,46.26,Alba
23.62,46.29,Alba
23.64,46.28,Alba
23.75,46.29,Alba
23.69,46.26,Alba
23.92,46.18,Alba
23.85,46.1,Alba
23.87,46.11,Alba
23.9,46.17,Alba
23.92,46.19,Alba
23.89,46.16,Alba
23.92,46.17,Alba
23.97,46.14,Alba
23.94,46.14,Alba
23.05,46.37,Alba
23.07,46.36,Alba
23.01,46.41,Alba
23.01,46.38,Alba
23.03,46.41,Alba
23.05,46.41,Alba
23.09,46.36,Alba
23.06,46.38,Alba
23.07,46.41,Alba
23.05,46.4,Alba
23.06,46.35,Alba
23.02,46.39,Alba
23.08,46.34,Alba
23.03,46.37,Alba
23.04,46.38,Alba
23.03,46.44,Alba
23.05,46.35,Alba
23.02,46.37,Alba
23.01,46.45,Alba
23.07,46.38,Alba
23.03,46.4,Alba
23.07,46.36,Alba
23.37,45.84,Alba
23.43,45.77,Alba
23.4,45.79,Alba
23.44,45.83,Alba
23.35,45.81,Alba
23.46,45.78,Alba
23.45,45.82,Alba
23.35,45.89,Alba
23.85,46.39,Alba
23.84,46.37,Alba
23.88,46.39,Alba
23.81,46.38,Alba
23.79,46.37,Alba
23.87,46.41,Alba
23.57,45.96,Alba
23.56,45.99,Alba
23.56,45.92,Alba
23.62,45.9,Alba
23.22,46.11,Alba
23.15,46.18,Alba
23.13,46.19,Alba
23.15,46.12,Alba
23.14,46.17,Alba
23.19,46.14,Alba
23.3,46.1,Alba
23.29,46.09,Alba
23.17,46.15,Alba
23.26,46.09,Alba
23.16,46.14,Alba
23.19,46.16,Alba
23.25,46.1,Alba
23.22,46.19,Alba
23.11,46.21,Alba
23.25,46.09,Alba
23.15,46.15,Alba
23.28,46.08,Alba
23.22,46.14,Alba
22.97,46.45,Alba
22.99,46.46,Alba
22.97,46.48,Alba
22.99,46.47,Alba
22.91,46.49,Alba
22.99,46.49,Alba
22.94,46.46,Alba
22.94,46.44,Alba
22.96,46.46,Alba
22.93,46.45,Alba
22.93,46.44,Alba
22.96,46.43,Alba
22.93,46.48,Alba
22.96,46.48,Alba
22.95,46.47,Alba
22.93,46.45,Alba
23.13,46.1,Alba
23.11,46.07,Alba
23.1,46.1,Alba
23.18,46.04,Alba
23.19,46.06,Alba
23.16,46.06,Alba
23.15,46.08,Alba
22.76,46.48,Alba
22.75,46.48,Alba
22.71,46.51,Alba
22.78,46.54,Alba
22.74,46.49,Alba
22.77,46.46,Alba
22.76,46.49,Alba
22.78,46.47,Alba
22.73,46.47,Alba
22.77,46.52,Alba
22.72,46.48,Alba
22.78,46.48,Alba
22.74,46.45,Alba
22.73,46.51,Alba
22.78,46.48,Alba
22.8,46.47,Alba
22.75,46.47,Alba
22.72,46.48,Alba
22.83,46.36,Alba
22.8,46.39,Alba
22.82,46.39,Alba
22.76,46.41,Alba
22.84,46.34,Alba
22.79,46.4,Alba
22.76,46.39,Alba
22.77,46.42,Alba
22.83,46.38,Alba
22.79,46.39,Alba
22.81,46.36,Alba
22.81,46.37,Alba
22.82,46.36,Alba
22.84,46.34,Alba
22.84,46.37,Alba
22.8,46.39,Alba
22.83,46.38,Alba
22.84,46.36,Alba
22.86,46.36,Alba
22.83,46.35,Alba
22.86,46.36,Alba
22.8,46.38,Alba
22.85,46.37,Alba
22.77,46.4,Alba
22.86,46.36,Alba
22.83,46.36,Alba
22.84,46.35,Alba
22.8,46.38,Alba
22.78,46.39,Alba
22.83,46.34,Alba
22.82,46.35,Alba
22.79,46.38,Alba
22.83,46.34,Alba
23.28,46.38,Alba
23.32,46.4,Alba
23.32,46.38,Alba
23.26,46.37,Alba
23.3,46.39,Alba
23.32,46.35,Alba
23.74,46.08,Alba
23.72,46.03,Alba
23.73,46.11,Alba
23.69,46.07,Alba
23.1,46.38,Alba
23.14,46.44,Alba
23.1,46.42,Alba
23.1,46.42,Alba
23.13,46.36,Alba
23.09,46.45,Alba
23.11,46.39,Alba
23.11,46.36,Alba
23.12,46.39,Alba
23.08,46.42,Alba
23.1,46.43,Alba
23.13,46.39,Alba
23.14,46.39,Alba
23.09,46.4,Alba
23.1,46.39,Alba
23.09,46.39,Alba
23.13,46.38,Alba
23.1,46.37,Alba
23.11,46.35,Alba
23.13,46.4,Alba
23.14,46.42,Alba
23.15,46.35,Alba
23.1,46.44,Alba
23.1,46.39,Alba
23.09,46.41,Alba
23.16,46.41,Alba
23.08,46.4,Alba
23.13,46.37,Alba
23.14,46.35,Alba
23.09,46.43,Alba
23.13,46.41,Alba
23.12,46.4,Alba
23.16,46.34,Alba
23.13,46.34,Alba
23.12,46.35,Alba
23.39,45.98,Alba
23.36,45.97,Alba
23.36,46.02,Alba
23.34,46.04,Alba
23.33,46.03,Alba
23.18,46.26,Alba
23.1,46.25,Alba
23.16,46.29,Alba
23.12,46.26,Alba
23.11,46.25,Alba
23.19,46.26,Alba
23.14,46.25,Alba
23.13,46.27,Alba
23.11,46.24,Alba
23.15,46.29,Alba
23.16,46.25,Alba
23.14,46.28,Alba
23.17,46.24,Alba
23.14,46.24,Alba
23.18,46.3,Alba
23.19,46.25,Alba
23.14,46.25,Alba
23.15,46.29,Alba
23.16,46.29,Alba
23.17,46.3,Alba
23.21,46.25,Alba
23.21,46.24,Alba
23.14,46.26,Alba
23.21,46.25,Alba
23.12,46.24,Alba
23.22,46.24,Alba
23.14,46.23,Alba
23.18,46.28,Alba
23.16,46.28,Alba
23.16,46.27,Alba
24.01,46.06,Alba
24.02,46.09,Alba
24.01,46.09,Alba
23.92,46.1,Alba
23.94,46.08,Alba
23.97,46.1,Alba
23.27,45.97,Alba
23.26,46,Alba
23.29,46.02,Alba
23.26,45.99,Alba
23.28,45.98,Alba
23.27,45.98,Alba
23.27,46.03,Alba
23.25,46.01,Alba
23.26,46.02,Alba
23.29,46,Alba
24.17,46.25,Alba
24.18,46.17,Alba
24.15,46.24,Alba
24.17,46.2,Alba
23.03,46.26,Alba
23.02,46.26,Alba
22.97,46.27,Alba
23.01,46.26,Alba
23.04,46.23,Alba
23.07,46.24,Alba
23.01,46.23,Alba
23.02,46.22,Alba
22.97,46.24,Alba
23.66,45.89,Alba
23.67,45.94,Alba
23.63,45.86,Alba
23.57,46.18,Alba
23.53,46.19,Alba
23.56,46.2,Alba
23.84,46.17,Alba
23.84,46.19,Alba
23.82,46.22,Alba
23.88,46.2,Alba
23.89,46.22,Alba
23.67,46.01,Alba
23.84,45.97,Alba
23.8,45.95,Alba
23.85,45.96,Alba
24.01,46.34,Alba
23.98,46.36,Alba
24.06,46.31,Alba
24.05,46.31,Alba
24.11,46.33,Alba
23.62,46.18,Alba
23.59,46.21,Alba
23.59,46.24,Alba
23.56,46.22,Alba
23.55,46.22,Alba
23.54,46.24,Alba
23.6,46.19,Alba
23.63,46.16,Alba
23.53,46.24,Alba
23.5,46.27,Alba
23.54,46.23,Alba
23.72,45.86,Alba
23.66,45.83,Alba
23.67,45.87,Alba
22.83,46.46,Alba
22.77,46.43,Alba
22.83,46.49,Alba
22.84,46.51,Alba
22.82,46.47,Alba
22.82,46.49,Alba
22.81,46.48,Alba
22.83,46.48,Alba
22.84,46.45,Alba
22.84,46.46,Alba
22.84,46.47,Alba
22.81,46.51,Alba
22.82,46.44,Alba
22.8,46.49,Alba
22.77,46.44,Alba
22.8,46.44,Alba
22.79,46.45,Alba
23.87,46.32,Alba
23.88,46.34,Alba
23.91,46.34,Alba
23.92,46.31,Alba
23.94,46.35,Alba
22.95,46.5,Alba
22.97,46.5,Alba
22.94,46.51,Alba
22.92,46.52,Alba
22.94,46.49,Alba
22.95,46.52,Alba
22.96,46.49,Alba
22.9,46.51,Alba
22.96,46.5,Alba
22.98,46.52,Alba
22.94,46.54,Alba
22.98,46.51,Alba
22.98,46.51,Alba
22.93,46.53,Alba
22.96,46.53,Alba
23.52,46.15,Alba
23.53,46.16,Alba
23.48,46.15,Alba
23.54,46.13,Alba
23.5,46.16,Alba
23.41,46.24,Alba
23.43,46.28,Alba
23.33,46.24,Alba
23.39,46.27,Alba
23.39,46.23,Alba
23.39,46.27,Alba
23.42,46.25,Alba
23.37,46.21,Alba
23.4,46.26,Alba
23.31,46.22,Alba
23.48,46.27,Alba
24.11,46.22,Alba
24.06,46.19,Alba
24.11,46.24,Alba
24.14,46.23,Alba
24.14,46.27,Alba
23.64,46.35,Alba
23.54,46.4,Alba
23.61,46.36,Alba
23.56,46.39,Alba
23.82,46.29,Alba
23.89,46.3,Alba
23.82,46.25,Alba
23.79,46.31,Alba
23.91,46.27,Alba
23.86,46.28,Alba
23.88,46.25,Alba
23.84,46.26,Alba
23.91,46.43,Alba
23.96,46.43,Alba
23.21,46.37,Alba
23.19,46.31,Alba
23.24,46.36,Alba
23.21,46.34,Alba
23.16,46.34,Alba
23.21,46.33,Alba
23.21,46.36,Alba
23.23,46.32,Alba
23.17,46.34,Alba
23.22,46.38,Alba
23.17,46.38,Alba
23.23,46.36,Alba
23.17,46.36,Alba
23.17,46.37,Alba
23.21,46.35,Alba
23.2,46.36,Alba
23.21,46.32,Alba
23.2,46.32,Alba
23.2,46.32,Alba
23.23,46.38,Alba
23.24,46.38,Alba
23.21,46.35,Alba
23.23,46.32,Alba
23.42,46.1,Alba
23.45,46.12,Alba
23.41,46.1,Alba
23.39,46.14,Alba
23.37,46.14,Alba
23.49,46.1,Alba
23.39,46.09,Alba
23.44,46.07,Alba
23.33,46.1,Alba
23.43,46.12,Alba
23.47,46.1,Alba
23.43,46.09,Alba
23.73,46.16,Alba
23.75,46.19,Alba
23.77,46.17,Alba
23.71,46.18,Alba
23.71,46.37,Alba
23.68,46.4,Alba
23.76,46.38,Alba
23.66,46.38,Alba
23.72,46.4,Alba
23.63,46.39,Alba
23.28,46.28,Alba
23.33,46.28,Alba
23.29,46.26,Alba
23.38,46.29,Alba
23.35,46.31,Alba
23.35,46.28,Alba
23.35,46.29,Alba
23.35,46.3,Alba
23.37,46.28,Alba
23.3,46.28,Alba
23.28,46.29,Alba
23.32,46.27,Alba
23.42,46.3,Alba
23.24,46.28,Alba
23.36,46.3,Alba
23.27,46.3,Alba
23.34,46.27,Alba
23.29,46.3,Alba
23.28,46.31,Alba
23.28,46.23,Alba
23.26,46.26,Alba
23.93,46.41,Alba
23.94,46.41,Alba
23.98,46.42,Alba
24.01,46.41,Alba
24,46.43,Alba
23.99,46.41,Alba
23.47,46.48,Alba
23.43,46.53,Alba
23.45,46.5,Alba
23.52,46.48,Alba
23.79,46.07,Alba
23.79,46.11,Alba
23.82,46.05,Alba
23.81,46.1,Alba
23.48,45.9,Alba
23.49,45.94,Alba
23.51,45.84,Alba
23.49,45.83,Alba
23.5,45.86,Alba
22.88,46.4,Alba
22.86,46.41,Alba
22.86,46.4,Alba
22.91,46.4,Alba
22.84,46.4,Alba
22.85,46.39,Alba
22.91,46.41,Alba
22.92,46.41,Alba
22.83,46.41,Alba
22.83,46.42,Alba
22.88,46.41,Alba
23.4,46.34,Alba
23.44,46.31,Alba
23.38,46.31,Alba
23.4,46.29,Alba
23.37,46.32,Alba
23.44,46.35,Alba
23.44,46.43,Alba
23.3,46.45,Alba
23.29,46.46,Alba
23.46,46.44,Alba
23.34,46.45,Alba
23.38,46.46,Alba
23.31,46.49,Alba
23.72,46.27,Alba
23.73,46.25,Alba
23.74,46.24,Alba
23.79,46.23,Alba
23.57,46.45,Alba
23.56,46.42,Alba
23.53,46.31,Alba
23.44,46.29,Alba
23.47,46.33,Alba
23.46,46.3,Alba
23.55,46.33,Alba
23.5,46.34,Alba
23.53,46.34,Alba
23.52,46.32,Alba
23.51,46.33,Alba
23.52,46.3,Alba
23.47,46.35,Alba
23.51,46.31,Alba
23.56,46.31,Alba
23.13,46.31,Alba
23.09,46.31,Alba
23.09,46.3,Alba
23.12,46.28,Alba
23.06,46.32,Alba
23.06,46.31,Alba
23.13,46.29,Alba
23.06,46.33,Alba
23.04,46.3,Alba
23.12,46.33,Alba
23.06,46.31,Alba
23.07,46.31,Alba
23.08,46.31,Alba
23.07,46.33,Alba
23.13,46.31,Alba
23.09,46.32,Alba
23.89,46.06,Alba
23.84,46.07,Alba
23.83,46.02,Alba
23.42,46.4,Alba
23.39,46.38,Alba
23.43,46.37,Alba
23.4,46.39,Alba
23.45,46.38,Alba
23.4,46.37,Alba
23.4,45.91,Alba
23.42,45.91,Alba
23.43,45.9,Alba
23.41,45.93,Alba
23.58,45.88,Alba
23.6,45.85,Alba
23.6,45.88,Alba
23.58,45.87,Alba
23.55,45.86,Alba
23.58,45.8,Alba
23.52,45.88,Alba
23.57,45.89,Alba
23.53,45.81,Alba
22.88,46.46,Alba
22.88,46.42,Alba
22.9,46.43,Alba
22.86,46.43,Alba
22.9,46.44,Alba
22.91,46.42,Alba
22.9,46.48,Alba
22.88,46.43,Alba
22.86,46.51,Alba
22.85,46.49,Alba
22.89,46.48,Alba
22.85,46.52,Alba
22.92,46.45,Alba
22.87,46.48,Alba
23.95,46.2,Alba
23.94,46.21,Alba
23.96,46.22,Alba
23.65,46.14,Alba
23.69,46.16,Alba
23.68,46.1,Alba
23.66,46.14,Alba
23.66,46.11,Alba
23.01,46.34,Alba
23.01,46.32,Alba
23.01,46.34,Alba
22.99,46.34,Alba
22.99,46.33,Alba
23.01,46.37,Alba
23,46.3,Alba
23.02,46.36,Alba
22.99,46.31,Alba
23.03,46.35,Alba
22.98,46.34,Alba
22.94,46.32,Alba
23.02,46.36,Alba
22.98,46.3,Alba
22.94,46.33,Alba
22.95,46.3,Alba
23.02,46.34,Alba
23,46.29,Alba
23.01,46.35,Alba
23.01,46.34,Alba
23.01,46.32,Alba
22.98,46.34,Alba
22.97,46.3,Alba
22.99,46.3,Alba
22.98,46.34,Alba
23,46.32,Alba
22.99,46.35,Alba
23,46.31,Alba
22.98,46.29,Alba
22.95,46.31,Alba
23.02,46.34,Alba
23.64,46.22,Alba
23.52,46.29,Alba
23.59,46.25,Alba
23.62,46.26,Alba
23.34,45.94,Alba
23.36,45.94,Alba
23.28,45.94,Alba
23.31,45.94,Alba
24.02,46.22,Alba
24,46.29,Alba
24,46.23,Alba
23.93,46.26,Alba
23.99,46.22,Alba
24.06,46.25,Alba
24.03,46.28,Alba
23.78,45.97,Alba
23.71,45.97,Alba
23.71,45.99,Alba
23.72,45.93,Alba
23.74,45.94,Alba
23.75,46.01,Alba
23.63,45.78,Alba
23.6,45.74,Alba
23.57,45.76,Alba
23.64,45.77,Alba
23.59,45.72,Alba
23.59,45.79,Alba
23.58,45.68,Alba
23.68,46.21,Alba
23.72,46.24,Alba
23.73,46.21,Alba
23.68,46.18,Alba
23.74,46.22,Alba
23.81,46.4,Alba
23.74,46.42,Alba
23.71,46.43,Alba
23.77,46.44,Alba
23.79,46.39,Alba
23.74,46.45,Alba
22.97,46.4,Alba
22.99,46.41,Alba
22.95,46.4,Alba
22.97,46.42,Alba
22.94,46.42,Alba
22.99,46.39,Alba
22.96,46.41,Alba
22.96,46.4,Alba
22.94,46.41,Alba
22.93,46.41,Alba
22.93,46.43,Alba
22.94,46.4,Alba
24.05,46.13,Alba
24.17,46.15,Alba
24.01,46.15,Alba
24.07,46.12,Alba
24.07,46.11,Alba
24.13,46.15,Alba
22.89,46.37,Alba
22.92,46.34,Alba
23,46.37,Alba
22.99,46.36,Alba
22.93,46.36,Alba
22.95,46.38,Alba
22.92,46.39,Alba
22.96,46.37,Alba
22.91,46.37,Alba
22.87,46.37,Alba
22.98,46.37,Alba
22.96,46.38,Alba
22.85,46.38,Alba
22.92,46.38,Alba
22.93,46.39,Alba
22.9,46.35,Alba
22.92,46.34,Alba
22.88,46.38,Alba
22.91,46.37,Alba
22.88,46.37,Alba
22.9,46.37,Alba
22.91,46.38,Alba
22.94,46.38,Alba
22.88,46.38,Alba
22.88,46.36,Alba
22.94,46.38,Alba
23,46.37,Alba
22.95,46.36,Alba
22.91,46.35,Alba
22.97,46.37,Alba
22.99,46.37,Alba
22.99,46.38,Alba
22.86,46.38,Alba
22.94,46.37,Alba
22.96,46.36,Alba
22.9,46.38,Alba
22.94,46.37,Alba
22.88,46.39,Alba
22.95,46.37,Alba
23.49,45.99,Alba
23.47,46.04,Alba
23.45,46,Alba
23.49,46.04,Alba
23.44,46,Alba
23.41,46.04,Alba
23.44,46.04,Alba
23.45,46.04,Alba
23.42,46.05,Alba
23.43,46.04,Alba
23.43,45.99,Alba
